121.9202875,129.08141875,96.78018125
125.36465625,132.18358125,100.48454375
124.29763125,129.74189375,99.52145625
135.72788125,142.11189375,107.61150625
144.39224375,148.92513125,114.9556625
148.68029375,153.2177,119.0330125
146.20283125,150.780275,115.7582125
146.58333125,150.763025,116.39075
152.05223125,156.7884875,123.43964375
157.8356625,163.71729375,133.2616
155.1539625,162.85445625,132.2005625
143.9261125,151.0344125,121.85445625
122.333,129.508775,97.079425
125.4962375,132.30369375,100.620025
124.96514375,130.4775,99.8832
135.87141875,142.3031625,107.75155625
144.5378125,149.07576875,115.10406875
148.824325,153.39538125,119.20881875
146.308225,150.886575,115.8588375
146.7026,150.89048125,116.48774375
152.11348125,156.84026875,123.4732
157.99799375,163.81854375,133.36105625
155.08604375,162.80985,132.1446
143.986775,151.04875,121.90214375
122.1422625,129.2471375,97.01041875
124.817475,131.44911875,100.2309375
124.01145,129.1686875,99.404775
135.814475,142.120525,107.73030625
144.80719375,149.2995125,115.37431875
148.95148125,153.4698,119.351575
146.49211875,151.03125,116.0430125
146.51181875,150.6386875,116.1793375
151.61871875,156.42165,122.6924375
157.7277625,163.57121875,132.96731875
155.262,163.00051875,132.28414375
144.11470625,151.144775,121.9728125
122.55555625,129.54954375,97.333375
125.2887625,131.8706,100.5436125
124.42274375,129.5760875,99.62235625
135.831525,142.02901875,107.87278125
144.99161875,149.3636625,115.524925
149.23893125,153.6287125,119.726275
146.80126875,151.2055625,116.35434375
146.90736875,150.931375,116.65935625
151.93408125,156.6003125,123.02605625
157.861925,163.532975,133.0620125
155.510525,163.0809,132.51484375
144.2793125,151.15765,122.12845625
122.75178125,129.8841,97.45340625
125.39858125,131.9883375,100.70129375
124.2758125,129.5168375,99.58640625
135.43496875,141.490075,107.524325
144.9696125,149.4506875,115.64518125
149.2096125,153.6831875,119.65470625
146.90253125,151.48114375,116.527525
147.9825875,152.041175,118.22859375
153.224025,158.07821875,124.80605
158.1232625,163.8016125,133.4075
155.66590625,163.17433125,132.6109875
144.3452125,151.25571875,122.08355
122.7416,129.6061,97.372775
125.3392375,131.5586,100.54305
123.64115625,128.633025,99.2208875
134.69191875,140.645225,107.1010625
144.25581875,148.85905625,115.23029375
148.28759375,152.75886875,119.1363125
145.85703125,150.538575,115.992575
147.3564375,151.01940625,117.35358125
152.9993,157.6432,124.68795
158.83626875,164.68598125,134.20795625
155.96953125,163.55965,133.20591875
144.53088125,151.3911875,122.56035625
122.7738125,129.65736875,97.37691875
124.977925,131.35781875,100.2858875
122.8960125,127.81034375,98.7925875
133.980225,139.9273875,106.5727375
144.1397875,148.87905,115.12218125
148.06884375,152.6893125,118.84273125
145.6999,150.40428125,115.75091875
147.28023125,151.080125,117.368975
152.33933125,157.1743,123.863375
158.26569375,164.14065625,133.6357375
155.4949625,163.1212375,132.5795875
144.5812625,151.39890625,122.44699375
55.0281,55.32268125,59.34524375
52.9781625,54.4992625,61.7666375
55.50814375,56.6965875,64.425625
69.0601125,68.2554375,73.1081875
72.81913125,71.94078125,80.05564375
75.31061875,74.53659375,83.0374625
73.76091875,72.83921875,81.99405625
74.4765875,73.991425,83.396925
84.41103125,82.08193125,89.99451875
85.689625,85.0672375,95.83893125
88.56355,88.51364375,95.8200625
83.26280625,80.478225,87.798075
75.50905,74.6066375,69.14894375
78.48785,78.0932125,73.56445625
80.15805625,79.0791875,74.98463125
90.7787875,87.8138625,82.56124375
92.79695,89.37948125,88.016675
95.2396875,91.77809375,90.29825625
90.5459625,88.03928125,89.37659375
93.44966875,89.7036625,88.948075
100.37688125,96.097375,94.3671
100.45055625,98.45525,101.22159375
107.09500625,106.25840625,105.23191875
95.92531875,93.2686125,94.46331875
75.584275,75.83535625,70.12431875
81.4465875,82.3137875,75.90535625
82.25831875,81.98739375,76.599775
97.34021875,95.27801875,85.59884375
101.5714625,97.7228375,90.99365625
105.2312,102.30093125,94.1094125
103.86683125,100.7936125,93.22945
107.69171875,105.16573125,94.931725
113.80585625,111.3020125,101.77945625
118.854625,118.38415625,110.23578125
116.90250625,119.05098125,109.46409375
107.62301875,108.949175,100.1983375
115.29489375,123.5843375,94.91093125
119.696325,127.27714375,99.12379375
120.95790625,127.465825,99.51835625
128.72396875,135.89966875,106.23271875
137.1541625,142.8752875,114.01554375
139.7508625,145.56548125,116.9528
137.8712625,144.16211875,114.8007
139.1338875,144.86541875,116.180275
145.21444375,151.4130125,123.6360125
150.59973125,157.6484,131.90436875
145.7841125,154.14644375,129.140525
137.0497375,144.4763375,119.7727
52.982025,54.40145625,60.68103125
53.6694,56.35574375,65.36601875
53.542225,55.7989625,65.267075
66.22344375,66.72,74.3158
75.5448,74.66599375,83.78875625
74.67145625,75.50064375,86.326325
77.578025,78.7066125,89.90681875
77.10309375,78.01475,89.14921875
86.70751875,86.3145875,96.55791875
89.96858125,90.5836875,103.4876375
85.8020875,86.26336875,97.40911875
86.05099375,84.24215,93.8433625
110.15639375,118.22290625,91.59836875
111.6706375,119.62455,94.474525
111.136625,117.81096875,93.1201125
120.09271875,127.5921375,101.46708125
128.77718125,134.9112375,109.88675
128.94784375,134.88591875,110.1081
128.588875,135.0154625,110.5636125
129.6622,135.82760625,112.3156
133.76400625,140.2544375,118.02756875
145.44674375,152.28296875,131.45135625
139.132025,146.4828625,125.8873875
132.77795625,139.53840625,119.12483125
118.926775,127.7433875,95.9861625
123.170775,131.8111125,100.30304375
122.88115,130.0547875,98.847225
131.6324875,139.2124375,106.5219125
140.90299375,147.46765625,114.8989625
142.9304375,149.5748875,117.0340125
143.51863125,149.65478125,116.89745
143.97263125,149.27244375,118.37435
147.93598125,154.70633125,125.0971125
158.0811,165.9546375,137.848675
150.98339375,159.53489375,131.59753125
140.30790625,148.28623125,121.80694375
